Gene.symbol,ID,adj.P.Val,P.Value,t,B,logFC,Gene.title
TRAM2,A_23_P58937,1.77E-01,9.15E-02,-1.706879,-4.965506,-0.436161,translocation associated membrane protein 2
HOPX,A_24_P913146,1.77E-01,9.15E-02,1.706869,-4.965523,0.7663938,HOP homeobox
,A_32_P164225,1.77E-01,9.15E-02,1.70683,-4.965586,0.6920324,
,A_24_P824005,1.77E-01,9.16E-02,1.70669,-4.965813,0.6212921,
ATAD3B,A_23_P302750,1.77E-01,9.16E-02,1.706653,-4.965872,0.6651398,"ATPase family, AAA domain containing 3B"
,A_24_P70294,1.77E-01,9.16E-02,1.706616,-4.965932,0.7112872,
CDC37,A_23_P130531,1.77E-01,9.16E-02,1.706601,-4.965957,0.5323597,cell division cycle 37
DCDC2,A_23_P134162,1.77E-01,9.16E-02,1.706546,-4.966046,1.3536483,doublecortin domain containing 2
C1orf174,A_24_P298877,1.77E-01,9.16E-02,1.706423,-4.966245,0.6143166,chromosome 1 open reading frame 174
,A_32_P221717,1.77E-01,9.16E-02,1.706309,-4.96643,0.5779953,
PSG11,A_23_P130948,1.77E-01,9.16E-02,1.706296,-4.966451,0.6077872,pregnancy specific beta-1-glycoprotein 11
TTC8,A_32_P169735,1.77E-01,9.17E-02,1.706068,-4.966821,0.6382434,tetratricopeptide repeat domain 8
KRT74,A_23_P379147,1.77E-01,9.17E-02,1.705844,-4.967182,0.5349211,keratin 74
DCTN1,A_23_P142835,1.77E-01,9.17E-02,1.705841,-4.967188,0.5243417,dynactin subunit 1
CAP1,A_24_P62615,1.77E-01,9.17E-02,1.705792,-4.967268,0.8070238,adenylate cyclase associated protein 1
F11R,A_24_P319369,1.77E-01,9.17E-02,1.705716,-4.967389,0.7129899,F11 receptor
,A_32_P449652,1.77E-01,9.18E-02,1.705574,-4.96762,0.6824037,
,A_24_P913411,1.77E-01,9.18E-02,1.705448,-4.967823,0.5606323,
KRT27,A_23_P38584,1.77E-01,9.18E-02,1.705347,-4.967987,0.5901448,keratin 27
MITF,A_24_P910310,1.77E-01,9.18E-02,1.705336,-4.968005,0.6997966,melanogenesis associated transcription factor
,A_24_P938025,1.77E-01,9.18E-02,1.705248,-4.968148,0.5502164,
HLA-DOA,A_23_P30927,1.77E-01,9.18E-02,1.705243,-4.968157,0.6747523,"major histocompatibility complex, class II, DO alpha"
NRIP3,A_32_P486693,1.77E-01,9.18E-02,1.705225,-4.968184,0.5643327,nuclear receptor interacting protein 3
MB21D1,A_32_P1173,1.77E-01,9.18E-02,1.705213,-4.968204,0.9768596,Mab-21 domain containing 1
SGO1,A_24_P923984,1.77E-01,9.18E-02,1.705208,-4.968212,0.6732975,shugoshin 1
,A_23_P209882,1.77E-01,9.18E-02,1.7052,-4.968225,0.6640368,
TUSC1,A_32_P133884,1.77E-01,9.18E-02,1.705153,-4.968302,0.7918802,tumor suppressor candidate 1
RAB39A,A_24_P50028,1.77E-01,9.19E-02,1.705098,-4.968391,0.6397434,"RAB39A, member RAS oncogene family"
MUTYH,A_23_P51660,1.77E-01,9.19E-02,1.705059,-4.968454,0.5581098,mutY DNA glycosylase
TMEM268,A_24_P915196,1.77E-01,9.19E-02,1.705016,-4.968523,0.5926769,transmembrane protein 268
TMEM80,A_23_P332960,1.77E-01,9.19E-02,1.704935,-4.968655,0.5997088,transmembrane protein 80
OR1A2,A_23_P130281,1.77E-01,9.19E-02,1.70491,-4.968695,0.6200182,olfactory receptor family 1 subfamily A member 2
ATP23,A_23_P53363,1.77E-01,9.19E-02,1.704893,-4.968722,0.7287023,ATP23 metallopeptidase and ATP synthase assembly factor homolog
CD200,A_23_P121480,1.77E-01,9.19E-02,-1.704867,-4.968764,-1.3504543,CD200 molecule
,A_32_P111336,1.77E-01,9.19E-02,1.704846,-4.968799,0.6843044,
,A_24_P230313,1.77E-01,9.19E-02,1.704788,-4.968892,0.5595687,
,A_24_P303688,1.78E-01,9.19E-02,1.704651,-4.969113,0.8712636,
,A_32_P53678,1.78E-01,9.19E-02,1.704631,-4.969146,0.5841971,
LOC100190986,A_24_P922127,1.78E-01,9.20E-02,1.704588,-4.969215,0.7451574,uncharacterized LOC100190986
SCN4B,A_23_P303833,1.78E-01,9.20E-02,-1.704527,-4.969315,-0.7994107,sodium voltage-gated channel beta subunit 4
LINC00264,A_24_P541831,1.78E-01,9.20E-02,1.704486,-4.969382,0.6053473,long intergenic non-protein coding RNA 264
,A_32_P185530,1.78E-01,9.20E-02,1.704358,-4.969588,0.5786551,
ERICH1-AS1,A_32_P930375,1.78E-01,9.20E-02,1.704191,-4.969858,0.5607272,ERICH1 antisense RNA 1
,A_32_P96085,1.78E-01,9.20E-02,1.70417,-4.969893,0.5992605,
ATP5G2,A_23_P87616,1.78E-01,9.20E-02,1.704166,-4.969898,0.4904075,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C2 (subunit 9)"
OMD,A_23_P94397,1.78E-01,9.20E-02,1.704084,-4.970031,0.5678977,osteomodulin
FUBP1,A_24_P413791,1.78E-01,9.20E-02,1.704083,-4.970033,0.8553567,far upstream element binding protein 1
SPEF1,A_23_P40280,1.78E-01,9.21E-02,-1.704076,-4.970044,-0.6123492,sperm flagellar 1
ARHGEF12,A_24_P298986,1.78E-01,9.21E-02,1.704026,-4.970125,0.7956325,Rho guanine nucleotide exchange factor 12
MATK,A_23_P50678,1.78E-01,9.21E-02,-1.704018,-4.970138,-1.0165276,megakaryocyte-associated tyrosine kinase
PSMD8,A_32_P45875,1.78E-01,9.21E-02,1.703967,-4.97022,0.39352,"proteasome 26S subunit, non-ATPase 8"
PRR30,A_23_P351328,1.78E-01,9.21E-02,1.703851,-4.970408,0.6810955,proline rich 30
SPTSSB,A_32_P199551,1.78E-01,9.21E-02,1.703828,-4.970446,0.8743043,serine palmitoyltransferase small subunit B
TRPM6,A_24_P32692,1.78E-01,9.21E-02,-1.703784,-4.970517,-0.6886923,transient receptor potential cation channel subfamily M member 6
ARHGAP20,A_32_P429102,1.78E-01,9.21E-02,1.703575,-4.970855,0.927681,Rho GTPase activating protein 20
,A_24_P929926,1.78E-01,9.22E-02,1.703549,-4.970897,0.6281168,
SLC47A2,A_23_P77908,1.78E-01,9.22E-02,1.703539,-4.970913,0.7978546,solute carrier family 47 member 2
C20orf197,A_24_P322655,1.78E-01,9.22E-02,1.703522,-4.97094,0.7287372,chromosome 20 open reading frame 197
C1orf226,A_24_P925737,1.78E-01,9.22E-02,1.703516,-4.97095,0.5273903,chromosome 1 open reading frame 226
PDE4B,A_24_P921129,1.78E-01,9.22E-02,1.7034,-4.971137,0.6113787,phosphodiesterase 4B
,A_24_P84719,1.78E-01,9.22E-02,1.703387,-4.971158,1.0115079,
,A_32_P203728,1.78E-01,9.22E-02,1.703373,-4.971181,0.6571518,
,A_24_P466404,1.78E-01,9.22E-02,1.703355,-4.97121,0.7595543,
DNAH14,A_32_P87531,1.78E-01,9.22E-02,1.703353,-4.971213,1.0131282,dynein axonemal heavy chain 14
,A_32_P76576,1.78E-01,9.22E-02,1.703345,-4.971227,0.7166351,
SLC45A1,A_32_P223059,1.78E-01,9.22E-02,1.70333,-4.971251,0.5696742,solute carrier family 45 member 1
,A_24_P144961,1.78E-01,9.22E-02,1.70331,-4.971283,0.5678207,
HSF5,A_24_P119413,1.78E-01,9.22E-02,1.70322,-4.971428,0.5714542,heat shock transcription factor 5
,A_23_P43649,1.78E-01,9.22E-02,1.703108,-4.971609,0.8339445,
KIAA1549L,A_23_P64121,1.78E-01,9.22E-02,1.703075,-4.971662,1.4957825,KIAA1549 like
CNTNAP2,A_24_P417055,1.78E-01,9.23E-02,1.703013,-4.971764,0.5993973,contactin associated protein-like 2
C20orf197,A_24_P25437,1.78E-01,9.23E-02,1.702956,-4.971856,0.6409982,chromosome 20 open reading frame 197
PA2G4,A_32_P11181,1.78E-01,9.23E-02,1.702911,-4.971928,0.5888313,proliferation-associated 2G4
TXNDC16,A_23_P398836,1.78E-01,9.23E-02,1.702907,-4.971935,0.7599335,thioredoxin domain containing 16
TSHZ2,A_23_P143247,1.78E-01,9.23E-02,1.702861,-4.972009,0.8384381,teashirt zinc finger homeobox 2
GRIA2,A_32_P172339,1.78E-01,9.23E-02,1.702813,-4.972086,0.667274,glutamate ionotropic receptor AMPA type subunit 2
HLA-H,A_32_P234459,1.78E-01,9.23E-02,1.70274,-4.972204,0.9088628,"major histocompatibility complex, class I, H (pseudogene)"
PTMA,A_23_P151066,1.78E-01,9.23E-02,1.702736,-4.97221,0.573266,"prothymosin, alpha"
UPK1A,A_23_P119634,1.78E-01,9.23E-02,1.702651,-4.972349,0.8221654,uroplakin 1A
RBBP9,A_23_P359504,1.78E-01,9.23E-02,1.702593,-4.972443,0.7120218,"RB binding protein 9, serine hydrolase"
,A_24_P912994,1.78E-01,9.23E-02,1.702576,-4.972469,0.9393432,
,A_24_P910277,1.78E-01,9.23E-02,1.702558,-4.972498,0.5969611,
,A_24_P188037,1.78E-01,9.24E-02,1.702473,-4.972636,0.8577727,
LOC100129397,A_24_P264994,1.78E-01,9.24E-02,1.702457,-4.972662,0.5517238,uncharacterized LOC100129397
ASAH2,A_23_P161171,1.78E-01,9.24E-02,1.702363,-4.972814,0.4136895,N-acylsphingosine amidohydrolase 2
QPCT,A_24_P71468,1.78E-01,9.24E-02,1.702322,-4.97288,1.6630841,glutaminyl-peptide cyclotransferase
POU4F2,A_23_P302038,1.78E-01,9.24E-02,1.702315,-4.972891,0.6053628,POU class 4 homeobox 2
APOL2,A_23_P211488,1.78E-01,9.24E-02,1.702183,-4.973105,0.8034878,apolipoprotein L2
,A_24_P892116,1.78E-01,9.24E-02,1.702143,-4.973169,0.5771538,
TRIM51,A_23_P150483,1.78E-01,9.24E-02,1.702015,-4.973376,0.7139807,tripartite motif-containing 51
CGNL1,A_24_P135319,1.78E-01,9.24E-02,-1.70199,-4.973416,-1.0557192,cingulin like 1
TLE3,A_23_P342934,1.78E-01,9.24E-02,1.701964,-4.973458,0.81082,transducin like enhancer of split 3
,A_24_P936963,1.78E-01,9.25E-02,1.701823,-4.973686,0.7936093,
LRRC46,A_23_P152949,1.78E-01,9.25E-02,1.701779,-4.973758,0.6252685,leucine rich repeat containing 46
KRTAP8-1,A_23_P312932,1.78E-01,9.25E-02,1.701767,-4.973777,0.7057064,keratin associated protein 8-1
LINC00304,A_24_P90923,1.78E-01,9.25E-02,-1.701704,-4.973879,-0.9213136,long intergenic non-protein coding RNA 304
,A_24_P333341,1.78E-01,9.25E-02,-1.701703,-4.97388,-0.5183338,
SNAI2,A_24_P937139,1.78E-01,9.25E-02,1.701645,-4.973975,0.5414148,snail family transcriptional repressor 2
CST9L,A_23_P143365,1.78E-01,9.25E-02,1.701564,-4.974104,0.5629925,cystatin 9-like
HEATR1,A_24_P917882,1.78E-01,9.25E-02,1.701502,-4.974204,0.648185,HEAT repeat containing 1
WWC1,A_24_P920758,1.78E-01,9.25E-02,1.701498,-4.974212,0.5755812,WW and C2 domain containing 1
HCRTR2,A_23_P8328,1.78E-01,9.25E-02,1.701495,-4.974216,0.5988314,hypocretin receptor 2
GPATCH1,A_23_P27822,1.78E-01,9.25E-02,1.70148,-4.974241,0.7154139,G-patch domain containing 1
LINC00208,A_23_P82795,1.78E-01,9.25E-02,1.701466,-4.974262,0.6498784,long intergenic non-protein coding RNA 208
FLG,A_24_P34199,1.78E-01,9.26E-02,1.701416,-4.974345,0.636722,filaggrin
FAM133A,A_24_P400027,1.78E-01,9.26E-02,1.701272,-4.974576,0.6844499,family with sequence similarity 133 member A
PHF21A,A_24_P41524,1.78E-01,9.26E-02,1.701257,-4.974601,0.8399256,PHD finger protein 21A
LOC100507103,A_32_P230398,1.78E-01,9.26E-02,1.701247,-4.974617,0.8836006,uncharacterized LOC100507103
ALG13,A_23_P22672,1.78E-01,9.26E-02,1.701242,-4.974625,0.5573063,"ALG13, UDP-N-acetylglucosaminyltransferase subunit"
FOXD2,A_23_P413585,1.78E-01,9.26E-02,-1.701012,-4.974996,-0.9126365,forkhead box D2
,A_32_P117760,1.78E-01,9.26E-02,1.700979,-4.97505,0.5601269,
TRIM3,A_23_P150619,1.78E-01,9.26E-02,1.70095,-4.975097,0.570203,tripartite motif containing 3
,A_32_P151478,1.78E-01,9.26E-02,1.700895,-4.975185,0.6708244,
WHRN,A_23_P83351,1.78E-01,9.27E-02,1.700862,-4.975239,0.633822,whirlin
NDUFV3,A_24_P416951,1.78E-01,9.27E-02,1.700802,-4.975335,0.6898227,NADH:ubiquinone oxidoreductase subunit V3
ISL2,A_23_P54469,1.78E-01,9.27E-02,1.700786,-4.975361,0.8732352,ISL LIM homeobox 2
ROCK1P1,A_32_P203320,1.78E-01,9.27E-02,1.700745,-4.975428,0.6587329,Rho associated coiled-coil containing protein kinase 1 pseudogene 1
,A_24_P161233,1.78E-01,9.27E-02,1.700675,-4.97554,0.7354803,
RUSC1-AS1,A_23_P343977,1.78E-01,9.27E-02,-1.700566,-4.975717,-0.8109393,RUSC1 antisense RNA 1
UG0898H09,A_24_P170275,1.78E-01,9.27E-02,1.700556,-4.975733,0.9203403,uncharacterized LOC643763
,A_32_P157580,1.78E-01,9.27E-02,1.700497,-4.975828,0.5592162,
LINC00472,A_23_P156408,1.78E-01,9.27E-02,1.700488,-4.975843,0.581793,long intergenic non-protein coding RNA 472
,A_24_P934826,1.78E-01,9.27E-02,1.700479,-4.975857,0.8306107,
,A_24_P279760,1.78E-01,9.28E-02,1.700361,-4.976047,0.748099,
,A_24_P924552,1.78E-01,9.28E-02,1.700329,-4.976099,0.5527231,
PMM2,A_23_P432360,1.78E-01,9.28E-02,1.700276,-4.976185,0.5211118,phosphomannomutase 2
TTTY8,A_23_P45592,1.78E-01,9.28E-02,1.700256,-4.976217,0.583909,"testis-specific transcript, Y-linked 8 (non-protein coding)"
HCN1,A_32_P16138,1.78E-01,9.28E-02,1.700156,-4.976379,0.7928865,hyperpolarization activated cyclic nucleotide gated potassium channel 1
,A_32_P77717,1.78E-01,9.28E-02,1.700149,-4.97639,0.5767901,
N4BP2L1,A_23_P76658,1.78E-01,9.28E-02,1.700126,-4.976426,1.0080194,NEDD4 binding protein 2 like 1
,A_24_P912968,1.78E-01,9.28E-02,1.700095,-4.976477,0.6295849,
ZNF234,A_24_P924329,1.78E-01,9.28E-02,1.700054,-4.976543,0.6540918,zinc finger protein 234
COQ10B,A_32_P1192,1.78E-01,9.28E-02,1.700011,-4.976612,0.7082709,coenzyme Q10B
UBXN10,A_23_P85664,1.78E-01,9.28E-02,1.700006,-4.97662,1.1201226,UBX domain protein 10
TPD52L3,A_23_P20544,1.78E-01,9.28E-02,1.699976,-4.976669,0.5817632,tumor protein D52 like 3
KIAA0319L,A_24_P314597,1.78E-01,9.28E-02,-1.699899,-4.976793,-0.6948036,KIAA0319 like
EXOSC6,A_32_P39963,1.78E-01,9.28E-02,1.699869,-4.976842,0.7247538,exosome component 6
CRACR2A,A_23_P128351,1.78E-01,9.28E-02,-1.699849,-4.976874,-0.7420811,calcium release activated channel regulator 2A
ZCCHC8,A_23_P64669,1.78E-01,9.29E-02,1.699744,-4.977043,0.5360311,zinc finger CCHC-type containing 8
GJA1,A_23_P93591,1.78E-01,9.29E-02,1.699726,-4.977072,0.5746101,gap junction protein alpha 1
UNC5B,A_23_P52336,1.78E-01,9.29E-02,-1.699652,-4.977192,-0.863215,unc-5 netrin receptor B
SETP4,A_32_P409623,1.78E-01,9.29E-02,1.699623,-4.977238,0.5920965,SET pseudogene 4
ABL1,A_23_P60180,1.79E-01,9.29E-02,1.699386,-4.977622,0.518058,"ABL proto-oncogene 1, non-receptor tyrosine kinase"
,A_32_P805074,1.79E-01,9.29E-02,1.699355,-4.977671,0.5744954,
SMO,A_23_P70818,1.79E-01,9.29E-02,1.699347,-4.977683,1.1649332,"smoothened, frizzled class receptor"
,A_24_P942661,1.79E-01,9.29E-02,1.699327,-4.977716,0.780615,
EPS8,A_23_P136347,1.79E-01,9.30E-02,1.699286,-4.977782,0.6211198,epidermal growth factor receptor pathway substrate 8
,A_24_P918335,1.79E-01,9.30E-02,1.699228,-4.977876,0.7221525,
ANAPC15,A_24_P244410,1.79E-01,9.30E-02,1.699201,-4.97792,0.7265184,anaphase promoting complex subunit 15
TEX13A,A_23_P62173,1.79E-01,9.30E-02,1.699193,-4.977932,0.6098536,testis expressed 13A
FABP7,A_23_P134139,1.79E-01,9.30E-02,1.699193,-4.977933,0.7008008,fatty acid binding protein 7
,A_32_P310219,1.79E-01,9.30E-02,1.699119,-4.978052,0.7487075,
DNAJC8,A_23_P46455,1.79E-01,9.30E-02,1.699038,-4.978183,0.6494781,DnaJ heat shock protein family (Hsp40) member C8
HOXB7,A_23_P55281,1.79E-01,9.30E-02,1.698922,-4.97837,1.302009,homeobox B7
MAT2A,A_23_P401568,1.79E-01,9.30E-02,1.698909,-4.978391,0.5287132,methionine adenosyltransferase 2A
,A_24_P461881,1.79E-01,9.30E-02,1.698843,-4.978497,0.5611703,
TDRD10,A_32_P7974,1.79E-01,9.30E-02,-1.698814,-4.978544,-0.7227543,tudor domain containing 10
LINC00189,A_32_P111306,1.79E-01,9.30E-02,1.69879,-4.978583,0.5973581,long intergenic non-protein coding RNA 189
ANAPC2,A_23_P253068,1.79E-01,9.31E-02,1.698742,-4.97866,0.6872966,anaphase promoting complex subunit 2
,A_24_P150149,1.79E-01,9.31E-02,1.698738,-4.978666,0.8595842,
,A_32_P207151,1.79E-01,9.31E-02,1.698688,-4.978747,0.6284045,
CFHR1,A_24_P336510,1.79E-01,9.31E-02,1.698621,-4.978855,0.7009929,complement factor H related 1
,A_32_P130734,1.79E-01,9.31E-02,1.698593,-4.9789,0.774073,
ARFGEF3,A_32_P188186,1.79E-01,9.31E-02,1.698528,-4.979006,0.7785182,ARFGEF family member 3
,A_24_P913168,1.79E-01,9.31E-02,1.698347,-4.979297,0.5884723,
,A_32_P91468,1.79E-01,9.31E-02,1.698283,-4.9794,0.9368707,
,A_24_P718354,1.79E-01,9.32E-02,1.698239,-4.979471,0.5535065,
,A_24_P419388,1.79E-01,9.32E-02,1.6982,-4.979534,0.6206802,
PRAC1,A_23_P15619,1.79E-01,9.32E-02,-1.698186,-4.979556,-3.3851323,prostate cancer susceptibility candidate 1
,A_24_P112542,1.79E-01,9.32E-02,1.698161,-4.979597,0.5943933,
CLVS1,A_24_P269551,1.79E-01,9.32E-02,1.698116,-4.979669,0.5659845,clavesin 1
FBLN5,A_24_P364591,1.79E-01,9.32E-02,1.698079,-4.979729,0.7391402,fibulin 5
SCIN,A_23_P157136,1.79E-01,9.32E-02,-1.698066,-4.979749,-1.4504847,scinderin
,A_32_P191417,1.79E-01,9.32E-02,1.698004,-4.97985,0.9299122,
VNN3,A_23_P214935,1.79E-01,9.32E-02,1.697999,-4.979859,0.9886313,vanin 3
ADPRHL1,A_23_P48438,1.79E-01,9.32E-02,1.697989,-4.979874,0.8642915,ADP-ribosylhydrolase like 1
NAV2,A_23_P354791,1.79E-01,9.32E-02,1.697939,-4.979954,0.8586376,neuron navigator 2
ASRGL1,A_23_P379864,1.79E-01,9.32E-02,-1.697938,-4.979957,-1.3582837,asparaginase like 1
,A_24_P928852,1.79E-01,9.32E-02,1.697929,-4.979971,0.7506193,
,A_32_P51975,1.79E-01,9.32E-02,1.697886,-4.98004,0.6897019,
LOC101929450,A_24_P940605,1.79E-01,9.32E-02,1.697806,-4.980169,0.5830895,uncharacterized LOC101929450
,A_24_P935300,1.79E-01,9.32E-02,1.697788,-4.980198,0.6036252,
,A_32_P151470,1.79E-01,9.32E-02,1.697787,-4.9802,0.7667573,
KIAA1468,A_23_P356125,1.79E-01,9.32E-02,-1.697772,-4.980225,-0.557427,KIAA1468
ZFP91,A_24_P325287,1.79E-01,9.32E-02,1.697753,-4.980254,0.5822755,ZFP91 zinc finger protein
FAM101B,A_24_P32151,1.79E-01,9.33E-02,1.697683,-4.980367,0.7669726,family with sequence similarity 101 member B
,A_32_P167723,1.79E-01,9.33E-02,1.697679,-4.980374,0.42326,
LGALS8-AS1,A_23_P345445,1.79E-01,9.33E-02,1.697675,-4.98038,0.8476582,LGALS8 antisense RNA 1
GNAT1,A_23_P166884,1.79E-01,9.33E-02,1.697652,-4.980417,0.550326,G protein subunit alpha transducin 1
,A_24_P60217,1.79E-01,9.33E-02,-1.697548,-4.980585,-0.7752261,
UTP11,A_32_P77977,1.79E-01,9.33E-02,1.697399,-4.980825,0.9530795,"UTP11, small subunit processome component homolog (S. cerevisiae)"
RCOR2,A_24_P227326,1.79E-01,9.33E-02,-1.697332,-4.980934,-0.5023704,REST corepressor 2
APOA2,A_24_P302249,1.79E-01,9.33E-02,1.697322,-4.980949,1.486369,apolipoprotein A2
,A_32_P106594,1.79E-01,9.34E-02,1.697175,-4.981186,0.8742153,
,A_24_P42781,1.79E-01,9.34E-02,1.697138,-4.981246,0.5655926,
FLJ10038,A_23_P106280,1.79E-01,9.34E-02,1.697108,-4.981295,0.5566214,uncharacterized protein FLJ10038
CES5A,A_24_P270674,1.79E-01,9.34E-02,1.697099,-4.981309,0.6298114,carboxylesterase 5A
CNPY3,A_24_P16503,1.79E-01,9.34E-02,1.697093,-4.981319,0.6891275,canopy FGF signaling regulator 3
,A_24_P556937,1.79E-01,9.34E-02,1.697063,-4.981366,0.6553136,
H2AFJ,A_24_P236003,1.79E-01,9.34E-02,1.696952,-4.981545,0.738677,H2A histone family member J
,A_24_P925327,1.79E-01,9.34E-02,1.696883,-4.981657,0.557891,
CLPTM1,A_23_P50241,1.79E-01,9.34E-02,1.696827,-4.981746,0.8140266,"CLPTM1, transmembrane protein"
TRPM3,A_24_P343529,1.79E-01,9.34E-02,1.696764,-4.981848,0.5824191,transient receptor potential cation channel subfamily M member 3
,A_32_P27144,1.79E-01,9.34E-02,1.696757,-4.98186,0.6237372,
AGO3,A_23_P97021,1.79E-01,9.34E-02,1.696715,-4.981928,0.4948932,"argonaute 3, RISC catalytic component"
LUZP4,A_23_P96611,1.79E-01,9.35E-02,1.696651,-4.982031,0.7521852,leucine zipper protein 4
URGCP,A_23_P31489,1.79E-01,9.35E-02,1.696612,-4.982094,0.5142181,upregulator of cell proliferation
SOGA1,A_23_P5934,1.79E-01,9.35E-02,1.696525,-4.982234,0.5546432,"suppressor of glucose, autophagy associated 1"
,A_24_P273360,1.79E-01,9.35E-02,1.69634,-4.982532,0.7881514,
GGT5,A_23_P166376,1.79E-01,9.35E-02,1.696204,-4.982751,0.6045684,gamma-glutamyltransferase 5
WASH1,A_24_P41291,1.79E-01,9.35E-02,1.696192,-4.982769,0.4821295,WAS protein family homolog 1
,A_24_P747625,1.79E-01,9.36E-02,1.695953,-4.983155,0.8517858,
,A_24_P921649,1.79E-01,9.36E-02,1.695804,-4.983395,0.5634238,
SLC35F4,A_23_P163075,1.79E-01,9.36E-02,1.695697,-4.983567,0.5608911,solute carrier family 35 member F4
SETDB1,A_23_P126398,1.79E-01,9.36E-02,1.695643,-4.983654,0.491343,SET domain bifurcated 1
,A_24_P642426,1.79E-01,9.37E-02,1.695586,-4.983746,0.5835469,
STXBP6,A_24_P940857,1.79E-01,9.37E-02,1.695501,-4.983882,0.6108887,syntaxin binding protein 6
NPLOC4,A_24_P136551,1.79E-01,9.37E-02,-1.695484,-4.983909,-0.6842004,"NPL4 homolog, ubiquitin recognition factor"
,A_32_P148118,1.79E-01,9.37E-02,-1.695371,-4.984093,-1.3567909,
,A_24_P621701,1.79E-01,9.37E-02,-1.69535,-4.984125,-1.0383542,
DYNC2H1,A_24_P83846,1.79E-01,9.37E-02,1.695301,-4.984205,0.5628978,dynein cytoplasmic 2 heavy chain 1
ZBTB24,A_24_P273716,1.79E-01,9.37E-02,1.695235,-4.984311,0.6475014,zinc finger and BTB domain containing 24
SULT1E1,A_23_P155786,1.79E-01,9.37E-02,1.695143,-4.98446,1.0822881,sulfotransferase family 1E member 1
TRPV1,A_23_P375281,1.79E-01,9.37E-02,-1.69513,-4.98448,-0.5616494,transient receptor potential cation channel subfamily V member 1
LIN28B,A_32_P224566,1.79E-01,9.37E-02,1.695115,-4.984504,0.8590914,lin-28 homolog B
HSPA1L,A_23_P70547,1.79E-01,9.38E-02,1.695032,-4.984637,0.7871381,heat shock protein family A (Hsp70) member 1 like
,A_32_P195055,1.79E-01,9.38E-02,1.695004,-4.984682,0.6384133,
KCNK13,A_23_P3177,1.79E-01,9.38E-02,1.69493,-4.984803,0.7197901,potassium two pore domain channel subfamily K member 13
,A_23_P253168,1.79E-01,9.38E-02,1.694903,-4.984845,0.7037384,
ACTBL2,A_24_P6903,1.79E-01,9.38E-02,1.694842,-4.984944,0.6169619,"actin, beta like 2"
,A_24_P126246,1.79E-01,9.38E-02,1.694835,-4.984955,0.5480203,
,A_24_P920712,1.79E-01,9.38E-02,1.694757,-4.985081,0.5584803,
ALDH7A1,A_23_P70231,1.80E-01,9.38E-02,1.694594,-4.985343,0.69792,aldehyde dehydrogenase 7 family member A1
CCDC158,A_32_P60716,1.80E-01,9.38E-02,1.694573,-4.985376,0.5577372,coiled-coil domain containing 158
CDH24,A_23_P25790,1.80E-01,9.39E-02,-1.694523,-4.985457,-0.8626603,cadherin 24
TSPYL1,A_24_P17945,1.80E-01,9.39E-02,1.694511,-4.985476,0.7185673,TSPY like 1
DPP8,A_24_P130066,1.80E-01,9.39E-02,1.694448,-4.985577,0.7947344,dipeptidyl peptidase 8
PCDHB3,A_24_P281084,1.80E-01,9.39E-02,1.694446,-4.985582,0.6490368,protocadherin beta 3
,A_24_P929762,1.80E-01,9.39E-02,1.694382,-4.985684,0.5870958,
TPM1,A_32_P185140,1.80E-01,9.39E-02,-1.69437,-4.985702,-0.8175507,tropomyosin 1 (alpha)
,A_24_P464701,1.80E-01,9.39E-02,1.694322,-4.985781,0.6141074,
LINC00477,A_23_P408175,1.80E-01,9.39E-02,1.694304,-4.98581,0.5863987,long intergenic non-protein coding RNA 477
NCDN,A_23_P97736,1.80E-01,9.39E-02,1.694253,-4.985891,0.6316807,neurochondrin
ASPH,A_24_P295245,1.80E-01,9.39E-02,1.694246,-4.985902,0.5868039,aspartate beta-hydroxylase
,A_32_P154726,1.80E-01,9.39E-02,1.694147,-4.986062,1.0102993,
LRRC15,A_23_P166584,1.80E-01,9.39E-02,1.694066,-4.986192,0.5609943,leucine rich repeat containing 15
PREX2,A_32_P59648,1.80E-01,9.40E-02,1.694023,-4.986261,0.5692464,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2"
,A_32_P496440,1.80E-01,9.40E-02,1.69399,-4.986315,0.7027629,
,A_32_P35603,1.80E-01,9.40E-02,1.693906,-4.98645,0.9617237,
RS1,A_23_P354855,1.80E-01,9.40E-02,1.693869,-4.986509,0.6761892,retinoschisin 1
GLRX5,A_23_P65370,1.80E-01,9.40E-02,1.693786,-4.986643,0.6660304,glutaredoxin 5
UEVLD,A_24_P135193,1.80E-01,9.40E-02,1.693781,-4.98665,0.8418804,UEV and lactate/malate dehyrogenase domains
SH2D1B,A_32_P324533,1.80E-01,9.40E-02,1.693751,-4.9867,0.7972449,SH2 domain containing 1B
GH2,A_24_P216014,1.80E-01,9.40E-02,1.693564,-4.987,0.6862288,growth hormone 2
PRRC1,A_23_P92948,1.80E-01,9.40E-02,1.693547,-4.987027,0.6210908,proline rich coiled-coil 1
EFHB,A_24_P144439,1.80E-01,9.41E-02,1.693501,-4.987101,0.5717501,EF-hand domain family member B
LOC101805491,A_32_P804063,1.80E-01,9.41E-02,1.693432,-4.987211,0.5662429,uncharacterized LOC101805491
